Fund,Name,Ticker,Identifier,SEDOL,Weight,Sector,SharesHeld,LocalCurrency
SPY,CBREGroupInc.ClassA,CBRE,12504L10,B6WVMH3,0.080058,RealEstate,3476507,USD
SPY,KrogerCo.,KR,50104410,2497406,0.079417,ConsumerStaples,7884991,USD
SPY,NucorCorporation,NUE,67034610,2651086,0.078812,Materials,3087075,USD
SPY,ArthurJ.Gallagher&Co.,AJG,36357610,2359506,0.07879,Financials,2124227,USD
SPY,VeriskAnalyticsInc,VRSK,92345Y10,B4P9W92,0.07875,Industrials,1686251,USD
SPY,KeysightTechnologiesInc,KEYS,49338L10,BQZJ0Q9,0.078165,InformationTechnology,1927035,USD
SPY,ZebraTechnologiesCorporationClassA,ZBRA,98920710,2989356,0.077859,InformationTechnology,554038,USD
SPY,WECEnergyGroupInc,WEC,92939U10,BYY8XK8,0.077839,Utilities,3267329,USD
SPY,DeltaAirLinesInc.,DAL,24736170,B1W9D46,0.077234,Industrials,6610684,USD
SPY,AmericanWaterWorksCompanyInc.,AWK,3042010,B2R3PV1,0.07723,Utilities,1879380,USD
SPY,CopartInc.,CPRT,21720410,2208073,0.076491,Industrials,2154272,USD
SPY,LennarCorporationClassA,LEN,52605710,2511920,0.076449,ConsumerDiscretionary,2843598,USD
SPY,MaximIntegratedProductsInc.,MXIM,57772K10,2573760,0.075677,InformationTechnology,2776400,USD
SPY,OccidentalPetroleumCorporation,OXY,67459910,2655408,0.075382,Energy,8684788,USD
SPY,FifthThirdBancorp,FITB,31677310,2336747,0.075356,Financials,7363969,USD
SPY,EversourceEnergy,ES,30040W10,BVVN4Q8,0.074946,Utilities,3552818,USD
SPY,ViacomCBSInc.ClassB,VIAC,92556H20,BKTNTR9,0.074545,CommunicationServices,6278349,USD
SPY,LaboratoryCorporationofAmericaHoldings,LH,50540R40,2586122,0.074253,HealthCare,1011216,USD
SPY,BallCorporation,BLL,5849810,2073022,0.07392,Materials,3396599,USD
SPY,WestPharmaceuticalServicesInc.,WST,95530610,2950482,0.073567,HealthCare,767223,USD
SPY,EquityResidential,EQR,29476L10,2319157,0.073195,RealEstate,3551656,USD
SPY,V.F.Corporation,VFC,91820410,2928683,0.073176,ConsumerDiscretionary,3326075,USD
SPY,LyondellBasellIndustriesNV,LYB,N5374510,B3SPXZ3,0.072829,Materials,2665195,USD
SPY,SynchronyFinancial,SYF,87165B10,BP96PS6,0.072614,Financials,5625191,USD
SPY,KraftHeinzCompany,KHC,50075410,BYRY499,0.071821,ConsumerStaples,6715210,USD
SPY,GeneracHoldingsInc.,GNRC,36873610,B6197Q2,0.071102,Industrials,651111,USD
SPY,BestBuyCo.Inc.,BBY,8651610,2094670,0.071034,ConsumerDiscretionary,2310915,USD
SPY,KansasCitySouthern,KSU,48517030,2607647,0.070819,Industrials,941316,USD
SPY,WeyerhaeuserCompany,WY,96216610,2958936,0.070239,RealEstate,7745664,USD
SPY,HersheyCompany,HSY,42786610,2422806,0.069643,ConsumerStaples,1517866,USD
SPY,EtsyInc.,ETSY,29786A10,BWTN5N1,0.069445,ConsumerDiscretionary,1317749,USD
SPY,ONEOKInc.,OKE,68268010,2130109,0.069317,Energy,4609504,USD
SPY,RealtyIncomeCorporation,O,75610910,2724193,0.068499,RealEstate,3867606,USD
SPY,AlexandriaRealEstateEquitiesInc.,ARE,1527110,2009210,0.068472,RealEstate,1422251,USD
SPY,EnphaseEnergyInc.,ENPH,29355A10,B65SQW4,0.068044,InformationTechnology,1406815,USD
SPY,ConsolidatedEdisonInc.,ED,20911510,2216850,0.067968,Utilities,3547173,USD
SPY,CDWCorp.,CDW,12514G10,BBM5MD6,0.067814,InformationTechnology,1460350,USD
SPY,OldDominionFreightLineInc.,ODFL,67958010,2656423,0.067675,Industrials,993030,USD
SPY,HessCorporation,HES,42809H10,2023748,0.066459,Energy,2830454,USD
SPY,NorthernTrustCorporation,NTRS,66585910,2648668,0.0663,Financials,2157812,USD
SPY,InternationalPaperCompany,IP,46014610,2465254,0.06612,Materials,4071489,USD
SPY,CernerCorporation,CERN,15678210,2185284,0.065756,HealthCare,3171592,USD
SPY,FortiveCorp.,FTV,34959J10,BYT3MK1,0.065293,Industrials,3501727,USD
SPY,ExpediaGroupInc.,EXPE,30212P30,B748CK2,0.064693,ConsumerDiscretionary,1466288,USD
SPY,DollarTreeInc.,DLTR,25674610,2272476,0.064275,ConsumerDiscretionary,2435498,USD
SPY,RepublicServicesInc.,RSG,76075910,2262530,0.063694,Industrials,2180025,USD
SPY,UnitedRentalsInc.,URI,91136310,2134781,0.063504,Industrials,748128,USD
SPY,VulcanMaterialsCompany,VMC,92916010,2931205,0.063037,Materials,1372864,USD
SPY,VeriSignInc.,VRSN,9.23E+14,2142922,0.062389,InformationTechnology,1030549,USD
SPY,CloroxCompany,CLX,18905410,2204026,0.061531,ConsumerStaples,1302450,USD
SPY,HartfordFinancialServicesGroupInc.,HIG,41651510,2476193,0.061318,Financials,3702925,USD
SPY,ExtraSpaceStorageInc.,EXR,30225T10,B02HWR9,0.060394,RealEstate,1386436,USD
SPY,EdisonInternational,EIX,28102010,2829515,0.060099,Utilities,3928875,USD
SPY,MartinMariettaMaterialsInc.,MLM,57328410,2572079,0.06008,Materials,645232,USD
SPY,McCormick&CompanyIncorporated,MKC,57978020,2550161,0.059926,ConsumerStaples,2578907,USD
SPY,QorvoInc.,QRVO,74736K10,BR9YYP4,0.059847,InformationTechnology,1172827,USD
SPY,TractorSupplyCompany,TSCO,89235610,2900335,0.059767,ConsumerDiscretionary,1204505,USD
SPY,GarminLtd.,GRMN,H2906T10,B3Z5T14,0.059726,ConsumerDiscretionary,1547733,USD
SPY,WatersCorporation,WAT,94184810,2937689,0.059704,HealthCare,643622,USD
SPY,TysonFoodsInc.ClassA,TSN,90249410,2909730,0.059547,ConsumerStaples,3052968,USD
SPY,PPLCorporation,PPL,69351T10,2680905,0.05946,Utilities,7965389,USD
SPY,DoverCorporation,DOV,26000310,2278407,0.059336,Industrials,1488044,USD
SPY,WesternDigitalCorporation,WDC,95810210,2954699,0.059319,InformationTechnology,3169195,USD
SPY,DTEEnergyCompany,DTE,23333110,2280220,0.059315,Utilities,2007081,USD
SPY,XylemInc.,XYL,98419M10,B3P2CN8,0.059281,Industrials,1868031,USD
SPY,TeradyneInc.,TER,88077010,2884183,0.058992,InformationTechnology,1726166,USD
SPY,ExpeditorsInternationalofWashingtonInc.,EXPD,30213010,2325507,0.058984,Industrials,1754394,USD
SPY,VentasInc.,VTR,92276F10,2927925,0.058649,RealEstate,3881020,USD
SPY,CaesarsEntertainmentInc,CZR,12769G10,BMWWGB0,0.058639,ConsumerDiscretionary,2157369,USD
SPY,GartnerInc.,IT,36665110,2372763,0.058566,InformationTechnology,892481,USD
SPY,FLEETCORTechnologiesInc.,FLT,33904110,B4R28B3,0.058537,InformationTechnology,863935,USD
SPY,HuntingtonBancsharesIncorporated,HBAN,44615010,2445966,0.058175,Financials,15262505,USD
SPY,CarMaxInc.,KMX,14313010,2983563,0.058072,ConsumerDiscretionary,1683634,USD
SPY,HalliburtonCompany,HAL,40621610,2405302,0.057885,Energy,9207537,USD
SPY,CarnivalCorporation,CCL,14365830,2523044,0.057541,ConsumerDiscretionary,8263979,USD
SPY,Church&DwightCo.Inc.,CHD,17134010,2195841,0.05693,ConsumerStaples,2538596,USD
SPY,TrimbleInc.,TRMB,89623910,2903958,0.056607,InformationTechnology,2599156,USD
SPY,AmerenCorporation,AEE,2360810,2050832,0.056479,Utilities,2649552,USD
SPY,Take-TwoInteractiveSoftwareInc.,TTWO,87405410,2122117,0.056401,CommunicationServices,1193065,USD
SPY,FirstEnergyCorp.,FE,33793210,2100920,0.055971,Utilities,5626558,USD
SPY,STERISPlc,STE,G8473T10,BFY8C75,0.055733,HealthCare,1009773,USD
SPY,EntergyCorporation,ETR,29364G10,2317087,0.055707,Utilities,2076559,USD
SPY,NasdaqInc.,NDAQ,63110310,2965107,0.055543,Financials,1194528,USD
SPY,KeyCorp,KEY,49326710,2490911,0.055377,Financials,10035611,USD
SPY,AlbemarleCorporation,ALB,1265310,2046853,0.054899,Materials,1208131,USD
SPY,AristaNetworksInc.,ANET,4041310,BN33VM5,0.054485,InformationTechnology,567624,USD
SPY,CooperCompaniesInc.,COO,21664840,2222631,0.054197,HealthCare,509129,USD
SPY,EssexPropertyTrustInc.,ESS,29717810,2316619,0.054041,RealEstate,673143,USD
SPY,CitizensFinancialGroupInc.,CFG,17461010,BQRX1X3,0.05403,Financials,4403572,USD
SPY,UltaBeautyInc,ULTA,90384S30,B28TS42,0.053747,ConsumerDiscretionary,583058,USD
SPY,RegionsFinancialCorporation,RF,7591EP10,B01R311,0.053699,Financials,9950788,USD
SPY,W.W.GraingerInc.,GWW,38480210,2380863,0.053534,Industrials,455597,USD
SPY,TeledyneTechnologiesIncorporated,TDY,87936010,2503477,0.053514,Industrials,480877,USD
SPY,Mid-AmericaApartmentCommunitiesInc.,MAA,59522J10,2589132,0.05302,RealEstate,1184688,USD
SPY,DardenRestaurantsInc.,DRI,23719410,2289874,0.052837,ConsumerDiscretionary,1350014,USD
SPY,AkamaiTechnologiesInc.,AKAM,00971T10,2507457,0.052277,InformationTechnology,1690380,USD
SPY,HewlettPackardEnterpriseCo.,HPE,42824C10,BYVYWS0,0.052143,InformationTechnology,13428814,USD
SPY,TeleflexIncorporated,TFX,87936910,2881407,0.052009,HealthCare,483961,USD
SPY,M&TBankCorporation,MTB,55261F10,2340168,0.051824,Financials,1332132,USD
SPY,CatalentInc,CTLT,14880610,BP96PQ4,0.051705,HealthCare,1765846,USD
SPY,BroadridgeFinancialSolutionsInc.,BR,11133T10,B1VP7R6,0.051617,InformationTechnology,1199348,USD
SPY,RoyalCaribbeanGroup,RCL,V7780T10,2754907,0.051446,ConsumerDiscretionary,2267607,USD
SPY,TylerTechnologiesInc.,TYL,90225210,2909644,0.050987,InformationTechnology,420408,USD
SPY,PoolCorporation,POOL,73278L10,2781585,0.050868,ConsumerDiscretionary,416784,USD
SPY,CharlesRiverLaboratoriesInternationalInc.,CRL,15986410,2604336,0.050784,HealthCare,515931,USD
SPY,GenuinePartsCompany,GPC,37246010,2367480,0.050693,ConsumerDiscretionary,1495685,USD
SPY,PaycomSoftwareInc.,PAYC,70432V10,BL95MY0,0.05017,InformationTechnology,508396,USD
SPY,NetAppInc.,NTAP,64110D10,2630643,0.049915,InformationTechnology,2305628,USD
SPY,IngersollRandInc.,IR,45687V10,BL5GZ82,0.049571,Industrials,3860633,USD
SPY,Domino'sPizzaInc.,DPZ,25754A20,B01SD70,0.049479,ConsumerDiscretionary,401953,USD
SPY,AmcorPLC,AMCR,G0250X10,BJ1F307,0.049387,Materials,16173858,USD
SPY,DiamondbackEnergyInc.,FANG,25278X10,B7Y8YR3,0.049278,Energy,1873041,USD
SPY,HealthpeakPropertiesInc.,PEAK,42250P10,BJBLRK3,0.049096,RealEstate,5579968,USD
SPY,MGMResortsInternational,MGM,55295310,2547419,0.048896,ConsumerDiscretionary,4253472,USD
SPY,ViatrisInc.,VTRS,92556V10,BMWS3X9,0.048716,HealthCare,12503556,USD
SPY,DevonEnergyCorporation,DVN,25179M10,2480677,0.048549,Energy,6134733,USD
SPY,QuestDiagnosticsIncorporated,DGX,74834L10,2702791,0.048519,HealthCare,1381598,USD
SPY,DukeRealtyCorporation,DRE,26441150,2284084,0.048423,RealEstate,3870798,USD
SPY,NVRInc.,NVR,62944T10,2637785,0.048381,ConsumerDiscretionary,35830,USD
SPY,CincinnatiFinancialCorporation,CINF,17206210,2196888,0.048366,Financials,1552776,USD
SPY,MarketAxessHoldingsInc.,MKTX,57060D10,B03Q9D0,0.048243,Financials,393434,USD
SPY,AESCorporation,AES,00130H10,2002479,0.048116,Utilities,6918301,USD
SPY,ConagraBrandsInc.,CAG,20588710,2215460,0.048106,ConsumerStaples,5058880,USD
SPY,HologicInc.,HOLX,43644010,2433530,0.047916,HealthCare,2668011,USD
SPY,CelaneseCorporation,CE,15087010,B05MZT4,0.047814,Materials,1182008,USD
SPY,JacobsEngineeringGroupInc.,J,46981410,2469052,0.047795,Industrials,1347183,USD
SPY,AveryDennisonCorporation,AVY,5361110,2066408,0.047763,Materials,859950,USD
SPY,LasVegasSandsCorp.,LVS,51783410,B02T2J7,0.047749,ConsumerDiscretionary,3402368,USD
SPY,OmnicomGroupInc,OMC,68191910,2279303,0.04766,CommunicationServices,2227517,USD
SPY,SeagateTechnologyHoldingsPLC,STX,G7997R10,BKVD2N4,0.047587,InformationTechnology,2079828,USD
SPY,CMSEnergyCorporation,CMS,12589610,2219224,0.047406,Utilities,2987670,USD
SPY,PerkinElmerInc.,PKI,71404610,2305844,0.047399,HealthCare,1160701,USD
SPY,LBrandsInc.,LB,50179710,B9M2WX3,0.047033,ConsumerDiscretionary,2420551,USD
SPY,AmerisourceBergenCorporation,ABC,3.07E+13,2795393,0.046958,HealthCare,1526732,USD
SPY,BakerHughesCompanyClassA,BKR,05722G10,BDHLTQ5,0.046949,Energy,7550438,USD
SPY,CardinalHealthInc.,CAH,14149Y10,2175672,0.046541,HealthCare,3040984,USD
SPY,UnitedAirlinesHoldingsInc.,UAL,91004710,B4QG225,0.046273,Industrials,3300304,USD
SPY,IDEXCorporation,IEX,45167R10,2456612,0.045645,Industrials,785922,USD
SPY,BostonPropertiesInc.,BXP,10112110,2019479,0.044595,RealEstate,1468838,USD
SPY,KelloggCompany,K,48783610,2486813,0.044534,ConsumerStaples,2635544,USD
SPY,RaymondJamesFinancialInc.,RJF,75473010,2718992,0.044261,Financials,1271155,USD
SPY,PrincipalFinancialGroupInc.,PFG,74251V10,2803014,0.044074,Financials,2625958,USD
SPY,EastmanChemicalCompany,EMN,27743210,2298386,0.043454,Materials,1407016,USD
SPY,NortonLifeLockInc.,NLOK,66877110,BJN4XN5,0.043288,InformationTechnology,6027159,USD
SPY,MonolithicPowerSystemsInc.,MPWR,60983910,B01Z7J1,0.042995,InformationTechnology,439700,USD
SPY,IncyteCorporation,INCY,45337C10,2471950,0.042946,HealthCare,1935061,USD
SPY,TextronInc.,TXT,88320310,2885937,0.042868,Industrials,2350296,USD
SPY,MascoCorporation,MAS,57459910,2570200,0.041374,Industrials,2662915,USD
SPY,PTCInc.,PTC,69370C10,B95N910,0.041114,InformationTechnology,1088672,USD
SPY,PulteGroupInc.,PHM,74586710,2708841,0.040613,ConsumerDiscretionary,2754436,USD
SPY,UDRInc.,UDR,90265310,2727910,0.040236,RealEstate,3071690,USD
SPY,WestinghouseAirBrakeTechnologiesCorporation,WAB,92974010,2955733,0.03976,Industrials,1839475,USD
SPY,CitrixSystemsInc.,CTXS,17737610,2182553,0.039507,InformationTechnology,1273991,USD
SPY,CenterPointEnergyInc.,CNP,15189T10,2440637,0.039312,Utilities,6018063,USD
SPY,J.M.SmuckerCompany,SJM,83269640,2951452,0.039021,ConsumerStaples,1135919,USD
SPY,Bio-RadLaboratoriesInc.ClassA,BIO,9057220,2098508,0.038772,HealthCare,223171,USD
SPY,ABIOMEDInc.,ABMD,365410,2003698,0.038731,HealthCare,468598,USD
SPY,AlliantEnergyCorp,LNT,1880210,2973821,0.03847,Utilities,2588214,USD
SPY,WestRockCompany,WRK,96145D10,BYR0914,0.038459,Materials,2729586,USD
SPY,FMCCorporation,FMC,30249130,2328603,0.038412,Materials,1339772,USD
SPY,DENTSPLYSIRONAInc.,XRAY,24906P10,BYNPPC6,0.038369,HealthCare,2268576,USD
SPY,LKQCorporation,LKQ,50188920,2971029,0.038257,ConsumerDiscretionary,2890275,USD
SPY,J.B.HuntTransportServicesInc.,JBHT,44565810,2445416,0.038139,Industrials,864888,USD
SPY,EvergyInc.,EVRG,30034W10,BFMXGR0,0.038129,Utilities,2351359,USD
SPY,FortuneBrandsHome&SecurityInc.,FBHS,34964C10,B3MC7D6,0.03782,Industrials,1436372,USD
SPY,AmericanAirlinesGroupInc.,AAL,02376R10,BCV7KT2,0.03778,Industrials,6649352,USD
SPY,WhirlpoolCorporation,WHR,96332010,2960384,0.037696,ConsumerDiscretionary,650044,USD
SPY,LeidosHoldingsInc.,LDOS,52532710,BDV82B8,0.037597,Industrials,1381501,USD
SPY,AdvanceAutoPartsInc.,AAP,00751Y10,2822019,0.037452,ConsumerDiscretionary,678590,USD
SPY,Brown-FormanCorporationClassB,BF.B,11563720,2146838,0.037257,ConsumerStaples,1892221,USD
SPY,LumenTechnologiesInc.,LUMN,55024110,BMDH249,0.037118,CommunicationServices,10227012,USD
SPY,HowmetAerospaceInc.,HWM,44320110,BKLJ8V2,0.036966,Industrials,4042303,USD
SPY,HormelFoodsCorporation,HRL,44045210,2437264,0.03656,ConsumerStaples,2909587,USD
SPY,InterpublicGroupofCompaniesInc.,IPG,46069010,2466321,0.035436,CommunicationServices,4046799,USD
SPY,PackagingCorporationofAmerica,PKG,69515610,2504566,0.035428,Materials,982304,USD
SPY,WynnResortsLimited,WYNN,98313410,2963811,0.035233,ConsumerDiscretionary,1089756,USD
SPY,AllegionPLC,ALLE,G0176J10,BFRT3W7,0.034801,Industrials,939646,USD
SPY,LiveNationEntertainmentInc.,LYV,53803410,B0T7YX2,0.034782,CommunicationServices,1486373,USD
SPY,CboeGlobalMarketsInc,CBOE,12503M10,B5834C5,0.034758,Financials,1110450,USD
SPY,AtmosEnergyCorporation,ATO,4956010,2315359,0.034703,Utilities,1354708,USD
SPY,C.H.RobinsonWorldwideInc.,CHRW,12541W20,2116228,0.034482,Industrials,1385663,USD
SPY,QuantaServicesInc.,PWR,7.48E+14,2150204,0.034365,Industrials,1433441,USD
SPY,FoxCorporationClassA,FOXA,35137L10,BJJMGL2,0.034333,CommunicationServices,3461455,USD
SPY,LoewsCorporation,L,54042410,2523022,0.034261,Financials,2349699,USD
SPY,JackHenry&AssociatesInc.,JKHY,42628110,2469193,0.034226,InformationTechnology,787636,USD
SPY,IronMountainInc.,IRM,46284V10,BVFTF03,0.033627,RealEstate,2986960,USD
SPY,HostHotels&ResortsInc.,HST,44107P10,2567503,0.033427,RealEstate,7306372,USD
SPY,HasbroInc.,HAS,41805610,2414580,0.033316,ConsumerDiscretionary,1322908,USD
SPY,Snap-onIncorporated,SNA,83303410,2818740,0.033132,Industrials,561416,USD
SPY,LambWestonHoldingsInc.,LW,51327210,BDQZFJ3,0.032344,ConsumerStaples,1515835,USD
SPY,TapestryInc.,TPR,87603010,BF09HX3,0.032298,ConsumerDiscretionary,2877669,USD
SPY,BorgWarnerInc.,BWA,9972410,2111955,0.032121,ConsumerDiscretionary,2475109,USD
SPY,MohawkIndustriesInc.,MHK,60819010,2598699,0.031847,ConsumerDiscretionary,611088,USD
SPY,UniversalHealthServicesInc.ClassB,UHS,91390310,2923785,0.031836,HealthCare,806132,USD
SPY,F5NetworksInc.,FFIV,31561610,2427599,0.031789,InformationTechnology,637994,USD
SPY,LincolnNationalCorporation,LNC,53418710,2516378,0.031761,Financials,1868516,USD
SPY,PennNationalGamingInc.,PENN,70756910,2682105,0.031086,ConsumerDiscretionary,1540803,USD
SPY,Pentairplc,PNR,G7S00T10,BLS09M3,0.030897,Industrials,1720115,USD
SPY,CFIndustriesHoldingsInc.,CF,12526910,B0G4K50,0.030688,Materials,2216267,USD
SPY,MarathonOilCorporation,MRO,56584910,2910970,0.030604,Energy,8176325,USD
SPY,MosaicCompany,MOS,61945C10,B3NPHP6,0.030008,Materials,3573612,USD
SPY,HenryScheinInc.,HSIC,80640710,2416962,0.029424,HealthCare,1475189,USD
SPY,NorwegianCruiseLineHoldingsLtd.,NCLH,G6672110,B9CGTC3,0.029339,ConsumerDiscretionary,3763878,USD
SPY,W.R.BerkleyCorporation,WRB,8442310,2093644,0.029125,Financials,1451566,USD
SPY,DISHNetworkCorporationClassA,DISH,25470M10,2303581,0.028726,CommunicationServices,2562446,USD
SPY,NewellBrandsInc,NWL,65122910,2635701,0.028379,ConsumerDiscretionary,3913948,USD
SPY,DXCTechnologyCo.,DXC,23355L10,BYXD7B3,0.028129,InformationTechnology,2636584,USD
SPY,EverestReGroupLtd.,RE,G3223R10,2556868,0.028099,Financials,414202,USD
SPY,RegencyCentersCorporation,REG,75884910,2726177,0.028003,RealEstate,1635506,USD
SPY,NewsCorporationClassA,NWSA,65249B10,BBGVT40,0.02797,CommunicationServices,4050876,USD
SPY,MolsonCoorsBeverageCompanyClassB,TAP,60871R20,B067BM3,0.027797,ConsumerStaples,1949484,USD
SPY,InvescoLtd.,IVZ,G491BT10,B28XP76,0.027758,Financials,3899282,USD
SPY,RobertHalfInternationalInc.,RHI,77032310,2110703,0.027652,Industrials,1171473,USD
SPY,ComericaIncorporated,CMA,20034010,2212870,0.027478,Financials,1441210,USD
SPY,NRGEnergyInc.,NRG,62937750,2212922,0.02712,Utilities,2533802,USD
SPY,A.O.SmithCorporation,AOS,83186520,2816023,0.026703,Industrials,1402127,USD
SPY,NiSourceInc,NI,65473P10,2645409,0.026213,Utilities,4001461,USD
SPY,AssurantInc.,AIZ,04621X10,2331430,0.026022,Financials,628080,USD
SPY,WesternUnionCompany,WU,95980210,B1F76F9,0.025901,InformationTechnology,4255870,USD
SPY,PinnacleWestCapitalCorporation,PNW,72348410,2048804,0.025612,Utilities,1167069,USD
SPY,CampbellSoupCompany,CPB,13442910,2162845,0.025387,ConsumerStaples,2102115,USD
SPY,GlobeLifeInc.,GL,3.80E+14,BK6YKG1,0.025128,Financials,984178,USD
SPY,SealedAirCorporation,SEE,81211K10,2232793,0.025059,Materials,1604131,USD
SPY,KimcoRealtyCorporation,KIM,49446R10,2491594,0.024939,RealEstate,4478797,USD
SPY,JuniperNetworksInc.,JNPR,48203R10,2431846,0.024511,InformationTechnology,3399086,USD
SPY,NielsenHoldingsPlc,NLSN,G6518L10,BWFY550,0.024381,Industrials,3705350,USD
SPY,ZionsBancorporationN.A.,ZION,98970110,2989828,0.024176,Financials,1700548,USD
SPY,DaVitaInc.,DVA,23918K10,2898087,0.02415,HealthCare,747370,USD
SPY,FranklinResourcesInc.,BEN,35461310,2350684,0.024079,Financials,2825703,USD
SPY,HuntingtonIngallsIndustriesInc.,HII,44641310,B40SSC9,0.023369,Industrials,417010,USD
SPY,DiscoveryInc.ClassC,DISCK,25470F30,B3D7KG4,0.023299,CommunicationServices,3003293,USD
SPY,APACorp.,APA,03743Q10,BNNF1C1,0.02266,Energy,3913647,USD
SPY,FederalRealtyInvestmentTrust,FRT,31374720,2333931,0.022449,RealEstate,719740,USD
SPY,PVHCorp.,PVH,69365610,B3V9F12,0.021375,ConsumerDiscretionary,736322,USD
SPY,Organon&Co.,OGN,68622V10,BLDC8J4,0.021324,HealthCare,2619401,USD
SPY,RollinsInc.,ROL,77571110,2747305,0.020964,Industrials,2293143,USD
SPY,AlaskaAirGroupInc.,ALK,1165910,2012605,0.020872,Industrials,1286304,USD
SPY,IPGPhotonicsCorporation,IPGP,44980X10,2698782,0.020646,InformationTechnology,372200,USD
SPY,People'sUnitedFinancialInc.,PBCT,71270410,B1W41J2,0.020256,Financials,4407122,USD
SPY,VornadoRealtyTrust,VNO,92904210,2933632,0.020205,RealEstate,1625449,USD
SPY,CabotOil&GasCorporation,COG,12709710,2162340,0.019501,Energy,4136047,USD
SPY,GapInc.,GPS,36476010,2360326,0.018865,ConsumerDiscretionary,2130628,USD
SPY,Leggett&PlattIncorporated,LEG,52466010,2510682,0.018826,ConsumerDiscretionary,1377490,USD
SPY,HanesbrandsInc.,HBI,41034510,B1BJSL9,0.017919,ConsumerDiscretionary,3612306,USD
SPY,PerrigoCo.Plc,PRGO,G9782210,BGH1M56,0.017014,HealthCare,1378930,USD
SPY,NOVInc.,NOV,62955J10,BN2RYW9,0.016611,Energy,4020728,USD
SPY,UnumGroup,UNM,91529Y10,2433842,0.016066,Financials,2109667,USD
SPY,RalphLaurenCorporationClassA,RL,75121210,B4V9661,0.015572,ConsumerDiscretionary,499454,USD
SPY,FoxCorporationClassB,FOX,35137L20,BJJMGY5,0.014954,CommunicationServices,1592033,USD
SPY,U.S.Dollar,CASH_USD,CASH_USD,Unassigned,0.014864,Unassigned,56272520,USD
SPY,DiscoveryInc.ClassA,DISCA,25470F10,B3D7K31,0.013806,CommunicationServices,1675173,USD
SPY,UnderArmourInc.ClassA,UAA,90431110,B0PZN11,0.011015,ConsumerDiscretionary,1957688,USD
SPY,UnderArmourInc.ClassC,UA,90431120,BDF9YM2,0.01009,ConsumerDiscretionary,2031914,USD
SPY,NewsCorporationClassB,NWS,65249B20,BBGVT51,0.008313,CommunicationServices,1271122,USD
SPY,DTMidstreamInc.,DTM,23345M10,BN7L880,0.000374,Energy,33711,USD
